name,position,minutes,duels_total_api,duels_won_api,goals_total_api,shots_total_api,shots_on_target_api,assists_total_api,dribbles_attempts_api,dribbles_success_api,touches_total_api,passes_key_api,passes_total_api,passes_accuracy_perc,shots_on_target_perc,dribbles_success_perc,name_clean,team_clean,duels_total_p90,duels_won_p90,goals_p90,shots_total_p90,shots_on_target_p90,assists_p90,dribbles_attempts_p90,dribbles_success_p90,touches_total_p90,passes_key_p90,passes_total_p90,team_AS Roma,team_Atalanta,team_Bologna,team_Cagliari,team_Empoli,team_Fiorentina,team_Genoa,team_Inter,team_Juventus,team_Lazio,team_Lecce,team_Monza,team_Napoli,team_Salernitana,team_Sassuolo,team_Torino,team_Udinese,team_Verona,league,team_Le Havre,team_Lens,team_Lille,team_Lorient,team_Lyon,team_Marseille,team_Metz,team_Monaco,team_Montpellier,team_Nantes,team_Nice,team_Paris Saint Germain,team_Reims,team_Rennes,team_Stade Brestois 29,team_Strasbourg,team_Toulouse,team_Almeria,team_Athletic Club,team_Atletico Madrid,team_Barcelona,team_Cadiz,team_Celta Vigo,team_Getafe,team_Girona,team_Las Palmas,team_Mallorca,team_Osasuna,team_Rayo Vallecano,team_Real Madrid,team_Real Sociedad,team_Valencia,team_Villarreal
C. Ekuban,Attacker,1120.0,158.0,78.0,4.0,24.0,0,1.0,21.0,10.0,0,16.0,207.0,65.4,0.0,47.61904761904761,caleb ekuban,genoa,12.696428571428571,6.267857142857143,0.3214285714285714,1.9285714285714288,0.0,0.0803571428571428,1.6875,0.8035714285714285,0.0,1.2857142857142856,16.633928571428573,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Immobile,Attacker,1659.0,157.0,64.0,7.0,40.0,0,1.0,27.0,8.0,0,17.0,448.0,73.3,0.0,29.629629629629623,ciro immobile,lazio,8.517179023508138,3.471971066907776,0.3797468354430379,2.16998191681736,0.0,0.0542495479204339,1.464737793851718,0.4339963833634719,0.0,0.922242314647378,24.30379746835443,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Orsolini,Attacker,1791.0,228.0,112.0,10.0,53.0,0,2.0,71.0,31.0,0,36.0,623.0,67.0,0.0,43.66197183098591,riccardo orsolini,bologna,11.457286432160805,5.628140703517588,0.5025125628140703,2.663316582914573,0.0,0.100502512562814,3.5678391959799,1.557788944723618,0.0,1.809045226130653,31.30653266331658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Ndoye,Attacker,1776.0,264.0,128.0,1.0,27.0,0,1.0,77.0,34.0,0,22.0,546.0,77.6,0.0,44.15584415584416,dan ndoye,bologna,13.37837837837838,6.486486486486487,0.0506756756756756,1.3682432432432434,0.0,0.0506756756756756,3.902027027027027,1.7229729729729728,0.0,1.114864864864865,27.66891891891892,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Zirkzee,Attacker,2772.0,353.0,140.0,11.0,57.0,0,4.0,124.0,52.0,0,43.0,900.0,77.4,0.0,41.935483870967744,joshua zirkzee,bologna,11.46103896103896,4.545454545454545,0.3571428571428571,1.8506493506493509,0.0,0.1298701298701298,4.025974025974026,1.6883116883116884,0.0,1.396103896103896,29.22077922077922,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Ikwuemesi,Attacker,1056.0,198.0,67.0,1.0,15.0,0,1.0,30.0,15.0,0,8.0,164.0,65.9,0.0,50.0,chukwubuikem ikwuemesi,salernitana,16.875,5.7102272727272725,0.0852272727272727,1.2784090909090908,0.0,0.0852272727272727,2.5568181818181817,1.2784090909090908,0.0,0.6818181818181819,13.977272727272728,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Nwankwo,Attacker,681.0,121.0,48.0,3.0,11.0,0,0.0,2.0,1.0,0,5.0,131.0,62.4,0.0,50.0,simeon nwankwo,salernitana,15.991189427312774,6.343612334801763,0.3964757709251101,1.4537444933920705,0.0,0.0,0.2643171806167401,0.13215859030837,0.0,0.6607929515418502,17.312775330396477,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Lapadula,Attacker,1205.0,116.0,44.0,3.0,27.0,0,1.0,7.0,4.0,0,19.0,163.0,70.2,0.0,57.14285714285714,gianluca lapadula,cagliari,8.66390041493776,3.286307053941909,0.2240663900414937,2.016597510373444,0.0,0.0746887966804979,0.5228215767634855,0.2987551867219917,0.0,1.4190871369294604,12.17427385892116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Chiesa,Attacker,2206.0,214.0,95.0,9.0,51.0,0,2.0,83.0,35.0,0,54.0,568.0,69.9,0.0,42.16867469879519,federico chiesa,juventus,8.73073436083409,3.875793291024479,0.3671804170444243,2.0806890299184047,0.0,0.0815956482320942,3.386219401631913,1.4279238440616502,0.0,2.203082502266546,23.17316409791478,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Isaksen,Attacker,1070.0,121.0,48.0,3.0,19.0,0,1.0,38.0,15.0,0,19.0,289.0,66.5,0.0,39.47368421052632,gustav isaksen,lazio,10.177570093457945,4.037383177570093,0.2523364485981308,1.5981308411214954,0.0,0.0841121495327102,3.196261682242991,1.2616822429906542,0.0,1.5981308411214954,24.308411214953274,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Gameiro,Attacker,1345.0,77.0,27.0,4.0,22.0,0,2.0,12.0,7.0,0,24.0,451.0,80.9,0.0,58.333333333333336,kevin gameiro,strasbourg,5.152416356877324,1.8066914498141264,0.2676579925650557,1.4721189591078068,0.0,0.1338289962825278,0.8029739776951673,0.4684014869888475,0.0,1.6059479553903346,30.17843866171004,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,
S. Benrahma,Attacker,778.0,96.0,38.0,3.0,18.0,0,3.0,34.0,18.0,0,23.0,278.0,68.2,0.0,52.94117647058824,said benrahma,lyon,11.105398457583547,4.395886889460154,0.3470437017994858,2.082262210796915,0.0,0.3470437017994858,3.9331619537275055,2.082262210796915,0.0,2.660668380462725,32.15938303341902,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
W. Ben Yedder,Attacker,2323.0,169.0,56.0,16.0,52.0,0,2.0,44.0,17.0,0,38.0,738.0,73.8,0.0,38.63636363636363,wissam ben yedder,monaco,6.547567800258287,2.169608265174344,0.6198880757640981,2.014636246233319,0.0,0.0774860094705122,1.70469220835127,0.6586310804993543,0.0,1.4722341799397332,28.592337494619027,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
W. Khazri,Attacker,1132.0,159.0,70.0,1.0,34.0,0,0.0,37.0,14.0,0,11.0,299.0,71.4,0.0,37.83783783783784,wahbi khazri,montpellier,12.641342756183745,5.565371024734983,0.0795053003533568,2.703180212014134,0.0,0.0,2.9416961130742054,1.1130742049469964,0.0,0.8745583038869258,23.77208480565371,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
J. Ito,Attacker,2722.0,298.0,137.0,3.0,31.0,0,7.0,100.0,54.0,0,80.0,899.0,65.5,0.0,54.0,junya ito,reims,9.85304922850845,4.529757531227039,0.0991917707567964,1.0249816311535636,0.0,0.2314474650991917,3.3063923585598824,1.7854518736223366,0.0,2.645113886847906,29.72446730345334,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
Keito Nakamura,Attacker,1389.0,153.0,63.0,4.0,30.0,0,1.0,32.0,19.0,0,14.0,371.0,73.0,0.0,59.375,keito nakamura,reims,9.913606911447085,4.08207343412527,0.2591792656587472,1.9438444924406049,0.0,0.0647948164146868,2.073434125269978,1.2311015118790496,0.0,0.9071274298056154,24.03887688984881,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
O. Diakité,Attacker,1589.0,273.0,100.0,5.0,30.0,0,1.0,59.0,25.0,0,15.0,302.0,78.4,0.0,42.3728813559322,oumar diakite,reims,15.462555066079297,5.66393958464443,0.2831969792322215,1.6991818753933292,0.0,0.0566393958464443,3.3417243549402142,1.4159848961611077,0.0,0.8495909376966646,17.10509754562618,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
A. Lacazette,Attacker,2306.0,260.0,104.0,19.0,57.0,0,2.0,39.0,22.0,0,21.0,543.0,70.8,0.0,56.41025641025641,alexandre lacazette,lyon,10.147441457068515,4.058976582827406,0.7415437987857763,2.2246313963573288,0.0,0.0780572419774501,1.5221162185602777,0.8586296617519515,0.0,0.8196010407632263,21.19254119687771,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
M. Simon,Attacker,1794.0,216.0,98.0,3.0,27.0,0,5.0,85.0,47.0,0,29.0,381.0,62.6,0.0,55.294117647058826,moses simon,nantes,10.836120401337793,4.916387959866221,0.1505016722408027,1.354515050167224,0.0,0.2508361204013378,4.264214046822742,2.3578595317725752,0.0,1.4548494983277591,19.11371237458194,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
G. Kyei,Attacker,1017.0,153.0,55.0,2.0,23.0,0,1.0,31.0,10.0,0,12.0,260.0,74.7,0.0,32.25806451612903,grejohn kyei,clermont foot,13.53982300884956,4.867256637168142,0.1769911504424778,2.035398230088496,0.0,0.0884955752212389,2.743362831858408,0.8849557522123893,0.0,1.0619469026548671,23.00884955752212,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Mousa Tamari,Attacker,1943.0,260.0,125.0,5.0,35.0,0,2.0,105.0,44.0,0,20.0,508.0,72.7,0.0,41.90476190476191,musa al-taamari,montpellier,12.043232115285642,5.790015440041174,0.2316006176016469,1.6212043232115287,0.0,0.0926402470406587,4.863612969634586,2.038085434894493,0.0,0.9264024704065876,23.53062274832733,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
A. Kalimuendo,Attacker,2152.0,228.0,78.0,10.0,41.0,0,1.0,42.0,17.0,0,28.0,486.0,80.7,0.0,40.47619047619048,arnaud kalimuendo,rennes,9.535315985130111,3.262081784386617,0.4182156133828996,1.7146840148698883,0.0,0.0418215613382899,1.7565055762081785,0.7109665427509293,0.0,1.171003717472119,20.32527881040892,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,
M. Guilavogui,Attacker,554.0,100.0,48.0,2.0,20.0,0,0.0,10.0,5.0,0,14.0,214.0,74.8,0.0,50.0,morgan guilavogui,lens,16.24548736462094,7.79783393501805,0.3249097472924188,3.249097472924188,0.0,0.0,1.624548736462094,0.8122743682310469,0.0,2.274368231046932,34.765342960288805,,,,,,,,,,,,,,,,,,,Ligue 1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
M. Satriano,Attacker,1870.0,265.0,133.0,4.0,48.0,0,4.0,45.0,21.0,0,21.0,439.0,71.3,0.0,46.66666666666666,martin satriano,brest,12.754010695187167,6.401069518716578,0.1925133689839572,2.3101604278074865,0.0,0.1925133689839572,2.1657754010695185,1.0106951871657754,0.0,1.0106951871657754,21.128342245989305,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,
F. Magri,Attacker,1433.0,236.0,93.0,5.0,30.0,0,2.0,33.0,13.0,0,14.0,311.0,69.4,0.0,39.39393939393939,frank magri,toulouse,14.82205163991626,5.840893230983951,0.314026517794836,1.884159106769016,0.0,0.1256106071179344,2.0725750174459177,0.8164689462665736,0.0,0.8792742498255408,19.5324494068388,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,
A. Gouiri,Attacker,2075.0,239.0,104.0,7.0,56.0,0,3.0,86.0,46.0,0,21.0,750.0,81.8,0.0,53.48837209302325,amine gouiri,rennes,10.366265060240965,4.510843373493976,0.3036144578313253,2.4289156626506023,0.0,0.1301204819277108,3.730120481927712,1.9951807228915663,0.0,0.9108433734939758,32.53012048192771,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,
R. Kolo Muani,Attacker,1264.0,196.0,79.0,6.0,17.0,0,5.0,68.0,28.0,0,26.0,349.0,72.1,0.0,41.17647058823529,randal kolo muani,paris sg,13.955696202531644,5.625,0.4272151898734177,1.2104430379746836,0.0,0.3560126582278481,4.841772151898734,1.993670886075949,0.0,1.85126582278481,24.8496835443038,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,
Gonçalo Ramos,Attacker,1419.0,166.0,85.0,11.0,36.0,0,1.0,19.0,8.0,0,16.0,392.0,76.6,0.0,42.10526315789473,goncalo ramos,paris sg,10.528541226215644,5.391120507399577,0.6976744186046512,2.2832980972515857,0.0,0.0634249471458773,1.2050739957716703,0.507399577167019,0.0,1.014799154334038,24.862579281183933,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,
T. Moffi,Attacker,1960.0,191.0,65.0,11.0,43.0,0,2.0,32.0,19.0,0,22.0,373.0,70.8,0.0,59.375,terem moffi,nice,8.770408163265307,2.984693877551021,0.5051020408163265,1.974489795918368,0.0,0.0918367346938775,1.469387755102041,0.8724489795918368,0.0,1.010204081632653,17.127551020408163,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
E. Guessand,Attacker,1542.0,254.0,112.0,6.0,38.0,0,0.0,60.0,24.0,0,15.0,282.0,74.1,0.0,40.0,evann guessand,nice,14.82490272373541,6.536964980544748,0.3501945525291828,2.217898832684825,0.0,0.0,3.501945525291829,1.4007782101167314,0.0,0.8754863813229572,16.459143968871594,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Mostafa Mohamed,Attacker,2015.0,316.0,144.0,8.0,49.0,0,2.0,33.0,15.0,0,23.0,351.0,64.5,0.0,45.45454545454545,mostafa mohamed,nantes,14.114143920595534,6.431761786600497,0.3573200992555831,2.1885856079404467,0.0,0.0893300248138957,1.4739454094292803,0.6699751861042184,0.0,1.0272952853598016,15.67741935483871,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
F. Balogun,Attacker,1696.0,206.0,65.0,7.0,44.0,0,5.0,39.0,11.0,0,26.0,351.0,72.1,0.0,28.205128205128204,folarin balogun,monaco,10.931603773584904,3.4492924528301887,0.3714622641509434,2.3349056603773586,0.0,0.2653301886792453,2.069575471698113,0.5837264150943396,0.0,1.3797169811320755,18.62617924528302,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
C. Sabaly,Attacker,1382.0,226.0,104.0,3.0,17.0,0,1.0,68.0,32.0,0,9.0,361.0,78.4,0.0,47.05882352941176,cheikh tidiane sabaly,metz,14.7178002894356,6.772793053545587,0.195369030390738,1.1070911722141823,0.0,0.065123010130246,4.428364688856729,2.083936324167873,0.0,0.5861070911722142,23.50940665701881,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
E. Kroupi,Attacker,1076.0,94.0,35.0,5.0,19.0,0,3.0,18.0,12.0,0,11.0,256.0,77.4,0.0,66.66666666666666,eli junior kroupi,lorient,7.862453531598513,2.9275092936802976,0.4182156133828996,1.5892193308550189,0.0,0.2509293680297397,1.5055762081784383,1.003717472118959,0.0,0.9200743494423792,21.41263940520446,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
M. Bamba,Attacker,1149.0,160.0,62.0,8.0,30.0,0,3.0,28.0,11.0,0,14.0,252.0,72.3,0.0,39.285714285714285,mohamed bamba,lorient,12.532637075718014,4.856396866840731,0.6266318537859008,2.349869451697128,0.0,0.2349869451697128,2.193211488250653,0.8616187989556136,0.0,1.0966057441253263,19.738903394255875,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
M. Bayo,Attacker,1394.0,189.0,80.0,5.0,34.0,0,1.0,38.0,17.0,0,13.0,303.0,64.8,0.0,44.73684210526316,mohamed lamine bayo,le havre,12.20229555236729,5.164992826398852,0.3228120516499282,2.1951219512195124,0.0,0.0645624103299856,2.453371592539455,1.0975609756097562,0.0,0.8393113342898134,19.562410329985653,,,,,,,,,,,,,,,,,,,Ligue 1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
J. David,Attacker,2640.0,292.0,118.0,19.0,65.0,0,4.0,34.0,15.0,0,32.0,649.0,82.0,0.0,44.11764705882353,jonathan david,lille,9.954545454545457,4.022727272727273,0.6477272727272727,2.215909090909091,0.0,0.1363636363636363,1.1590909090909092,0.5113636363636364,0.0,1.0909090909090908,22.125,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
A. Joujou,Attacker,766.0,163.0,59.0,0.0,12.0,0,2.0,50.0,19.0,0,9.0,240.0,70.8,0.0,38.0,antoine joujou,le havre,19.151436031331592,6.932114882506527,0.0,1.4099216710182767,0.0,0.2349869451697128,5.87467362924282,2.2323759791122715,0.0,1.0574412532637076,28.198433420365536,,,,,,,,,,,,,,,,,,,Ligue 1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
A. Nordin,Attacker,1253.0,163.0,96.0,5.0,24.0,0,3.0,49.0,34.0,0,21.0,349.0,77.9,0.0,69.38775510204081,arnaud nordin,montpellier,11.707901037509975,6.895450917797287,0.3591380686352753,1.7238627294493216,0.0,0.2154828411811652,3.5195530726256985,2.442138866719872,0.0,1.5083798882681565,25.067837190742218,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
T. Dallinga,Attacker,2517.0,282.0,153.0,14.0,64.0,0,2.0,34.0,20.0,0,18.0,603.0,67.0,0.0,58.82352941176471,thijs dallinga,toulouse,10.0834326579261,5.470798569725864,0.5005959475566151,2.2884386174016687,0.0,0.0715137067938021,1.2157330154946364,0.7151370679380215,0.0,0.6436233611442193,21.56138259833135,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,
Vítinha,Attacker,921.0,155.0,67.0,3.0,26.0,0,2.0,34.0,17.0,0,18.0,192.0,73.3,0.0,50.0,vitinha,marseille,15.14657980456026,6.547231270358306,0.2931596091205212,2.54071661237785,0.0,0.1954397394136807,3.322475570032573,1.6612377850162867,0.0,1.758957654723127,18.76221498371336,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
Kylian Mbappé,Attacker,2159.0,224.0,103.0,27.0,91.0,0,7.0,123.0,61.0,0,40.0,931.0,83.0,0.0,49.59349593495935,kylian mbappe,paris sg,9.337656322371467,4.29365446966188,1.125521074571561,3.793422880963409,0.0,0.2918017600741084,5.1273737841593325,2.5428439092172304,0.0,1.667438628994905,38.80963408985642,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,
M. Terrier,Attacker,1533.0,184.0,91.0,7.0,26.0,0,3.0,34.0,16.0,0,16.0,491.0,79.5,0.0,47.05882352941176,martin terrier,rennes,10.80234833659491,5.342465753424658,0.410958904109589,1.5264187866927592,0.0,0.1761252446183953,1.9960861056751469,0.9393346379647748,0.0,0.9393346379647748,28.82583170254403,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,
A. Adams,Attacker,2264.0,265.0,102.0,8.0,57.0,0,1.0,41.0,14.0,0,18.0,374.0,64.9,0.0,34.14634146341464,akor adams,montpellier,10.534452296819788,4.054770318021202,0.3180212014134275,2.265901060070671,0.0,0.0397526501766784,1.6298586572438165,0.5565371024734982,0.0,0.715547703180212,14.86749116607774,,,,,,,,,,,,,,,,,,,Ligue 1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,
