Player Name,League,Club,Position,Tactical Role,Minutes Played,Short Pass Accuracy %,Medium Pass Accuracy %,Long Pass Accuracy %,Goals per 90,Assists per 90,Total Pass Accuracy %,Tackles Success %,Dribblers Tackled,Blocks per 90,Shots Blocked per 90,Passes Blocked per 90,Clearances per 90,Errors per 90,Aggressive High Block Engagement,Transition Ability (Interceptions-Passing),Area Clearance & Box Protection,Build-up Ability,1v1 Ability,Compactness & Shot Blocks,Overall Defensive Workload Index,Vertical Passing / Line-Breaking,Low-Tempo Defensive Coverage,Mid-Third Engagements,Long Passing Ability - Pressured Duel Success,Errors Under Pressure,Area Variety in Tackling,Structured Passing in Tactical Mid-Blocks,Defensive Stress Indicators & Rescue Actions,Passing Reliability Across Areas,Defensive Energy & Effort Radar
L. Spinazzola,Serie A,AS Roma,Defender,Ball-Winning Full-Back,1312,0.900900901,0.801608579,0.549019608,0.068597561,0.137195122,1.010670732,0.7,8,0.548780488,0.137195122,0.411585366,1.028963415,0,0.362813808,0.043941195,0.384661955,0.405100645,0.56579971,0.375036894,0.206312033,0.235373232,0.521743269,0.263097023,0.463021903,0.489196933,0.482546005,0.539161464,0.150407788,0.679461732,0.83613873
Amir Rrahmani,Serie A,Napoli,Defender,Ball-Playing Centre-Back,2603,0.947164948,0.94470478,0.710382514,0.103726469,0,0.938454419,1.588235294,16,0.829811756,0.345754898,0.484056857,3.111794084,0,0.202379494,0.289801927,0.175717839,0.303374571,0.685603283,0.831009565,0.592365352,0.162702482,0.680542332,0.48796115,0.437070502,0.392628008,0.694651051,0.48741965,0.175156384,0.689372837,0.812027767
M. Olivera,Serie A,Napoli,Defender,Defensive Anchor / Stopper,1573,0.940438871,0.871921182,0.636363636,0.057215512,0.057215512,1.033299697,1,23,2.002542912,0.343293071,1.659249841,1.430387794,0,0.694259016,0.64410126,0.432144053,0.120809013,0.328044898,0.70603476,0.302701813,0.202408557,0.717799348,0.424303269,0.608903254,0.34489402,0.572578618,0.429601158,0.07263829,0.640826137,0.909767495
Aarón Martín,Serie A,Genoa,Defender,Ball-Winning Full-Back,1381,0.902777778,0.744493392,0.421875,0,0.065170167,0.98853211,1.428571429,9,0.782041999,0.260680666,0.521361332,0.977552498,0,0.509906343,0.136277048,0.428343584,0.520938976,0.543297178,0.52137284,0.027051558,0.18762881,0.393620814,0.793165772,0.398476496,0.428644369,0.481276706,0.447297809,0.159885413,0.77627332,0.837700984
M. Bani,Serie A,Genoa,Defender,Ball-Playing Centre-Back,2310,0.912921348,0.909556314,0.524861878,0.077922078,0,0.844600527,0.555555556,11,1.987012987,1.207792208,0.779220779,4.519480519,0.038961039,0.120863221,0.438544298,0.829038954,0.338696955,0.365289577,0.46604184,0.311514258,0.186371501,0.399138113,0.706357322,0.424784234,0.430461859,0.577710617,0.59861755,0.160633503,0.578158495,0.840984469
M. Erlić,Serie A,Sassuolo,Defender,Ball-Playing Centre-Back,2626,0.859943978,0.892255892,0.530864198,0.034272658,0,0.81,0.846153846,20,1.062452399,0.548362529,0.514089871,4.386900228,0.034272658,0.255517968,0.374479862,0.56277866,0.543240406,0.716993402,0.563526695,0.352979107,0.216766671,0.497482715,0.565386814,0.538531252,0.358625588,0.772479785,0.740390695,0.18504036,0.604047724,0.80373833
S. Sabelli,Serie A,Genoa,Defender,Ball-Winning Full-Back,2451,0.814323607,0.657060519,0.37195122,0,0.036719706,0.888081395,0.857142857,15,0.991432069,0.220318237,0.771113831,1.285189718,0,0.648236037,0.255425852,0.682937195,0.709633579,0.656716915,0.472765251,0.094651515,0.192146686,0.411533969,0.479398781,0.492691417,0.589409831,0.360828234,0.508401018,0.161744852,0.616768609,0.804900522
A. Vogliacco,Serie A,Genoa,Defender,Positional Defender,1172,0.911764706,0.863970588,0.491666667,0,0.076791809,0.856152513,1.071428571,12,1.228668942,0.767918089,0.460750853,3.071672355,0.076791809,0.338933567,0.602995081,0.317387278,0.829580202,0.562684096,0.661981703,0.179742057,0.291531638,0.615368656,0.57634562,0.150514826,0.308360738,0.42033685,0.514956277,0.080995826,0.928167396,0.88215211
J. Vásquez,Serie A,Genoa,Defender,Positional Defender,2850,0.892473118,0.83125,0.484304933,0.031578947,0.031578947,0.868399675,0.868421053,32,1.578947368,0.821052632,0.757894737,3.568421053,0,0.333979133,0.518009019,0.640836738,0.557565644,0.613907385,0.635334769,0.311660214,0.234615905,0.63854479,0.507968752,0.313396369,0.313612107,0.467824907,0.470097045,0.148316664,0.779375255,0.815171469
C. Lykogiannis,Serie A,Bologna,Defender,Ball-Winning Full-Back,900,0.882352941,0.808888889,0.352112676,0.2,0.1,1.002222222,1.2,5,1.5,0.5,1,3,0,0.41523454,0.158398983,0.783037047,0.493411582,0.36764589,0.588510903,0.642329887,0.15540731,0.453266326,0.466656827,0.140270842,0.329401897,0.673155462,0.679126273,0.137386428,0.572489089,0.853861831
A. Gallo,Serie A,Lecce,Defender,Ball-Winning Full-Back,2502,0.874476987,0.753571429,0.448275862,0,0.107913669,0.982230997,0.870967742,31,1.223021583,0.323741007,0.899280576,2.410071942,0,0.481442739,0.313573344,0.643919945,0.533722269,0.644741494,0.61513617,0.177948428,0.272461525,0.646622222,0.297346656,0.329382504,0.407071177,0.549700364,0.439406344,0.134459428,0.629571952,0.859436375
R. Kristensen,Serie A,AS Roma,Defender,Ball-Winning Full-Back,1742,0.882478632,0.791666667,0.43,0.051664753,0.051664753,0.947805457,0.76,28,1.394948335,0.361653272,1.033295063,2.583237658,0,0.535195001,0.320833143,0.713533386,0.297109125,0.58606776,0.473758038,0.271066826,0.172276963,0.540288385,0.402616032,0.456679058,0.376352334,0.64011066,0.569696649,0.140368596,0.501068202,0.832671518
R. Rodríguez,Serie A,Torino,Defender,Ball-Winning Full-Back,2783,0.944915254,0.847605225,0.549295775,0.032339202,0.064678405,0.894636015,1.238095238,28,0.711462451,0.291052821,0.42040963,2.069708947,0.064678405,0.357144432,0.268196483,0.222246184,0.405824358,0.611225843,0.545549732,0.207776637,0.204336969,0.587950751,0.584713551,0.322128181,0.538525381,0.575521409,0.43467964,0.141081777,0.633708434,0.851858063
Diego Llorente,Serie A,AS Roma,Defender,Ball-Playing Centre-Back,2229,0.967307692,0.946389497,0.666666667,0.040376851,0.040376851,0.919167177,0.95,11,1.615074024,1.090174966,0.524899058,3.189771198,0,0.145852418,0.417461892,0.440939334,0.246459794,0.465397717,0.717640037,0.281041916,0.203956053,0.388764134,0.46235579,0.270047506,0.302127648,0.416562793,0.449039521,0.161464343,0.732555373,0.815225961
V. Gendrey,Serie A,Lecce,Defender,Ball-Winning Full-Back,3052,0.863406408,0.785582255,0.432291667,0.05897772,0.088466579,1.031,0.942857143,30,1.179554391,0.324377457,0.855176933,2.919397117,0,0.473202817,0.36267553,0.598861018,0.559297629,0.627079788,0.524550276,0.358959123,0.272391026,0.708333187,0.535724315,0.41573031,0.43032579,0.629300699,0.562852336,0.1432155,0.61077644,0.842330974
Natan,Serie A,Napoli,Defender,Ball-Playing Centre-Back,955,0.952173913,0.93125,0.59223301,0,0,0.958745875,1,5,1.130890052,0.848167539,0.282722513,3.015706806,0,0.201940346,0.349656891,0.369529503,0.308540678,0.695045859,0.734761709,0.221000346,0.151173497,0.399135689,0.46718565,0.259296191,0.183738637,0.475483505,0.555420493,0.186761623,0.843722031,0.780523128
D. Spence,Serie A,Genoa,Defender,Defensive Anchor / Stopper,853,0.891566265,0.732283465,0.655172414,0,0,1.018726592,0.833333333,8,2.110199297,0.527549824,1.582649472,2.954279015,0,0.464762345,0.453831889,0.864605137,0.33727549,0.470982697,0.873957154,0.205538187,0.172293284,0.571477996,0.088153681,0.560621556,0.486964968,0.543000511,0,0.09891229,0.498310799,0.885724696
M. Kayode,Serie A,Fiorentina,Defender,Ball-Winning Full-Back,2063,0.920086393,0.868739206,0.583333333,0.043625788,0.043625788,1.021276596,1.111111111,35,1.090644692,0.523509452,0.56713524,2.006786234,0.087251575,0.535975991,0.435325651,0.263333093,0.236431156,0.601082578,0.506151301,0.306488534,0.226703126,0.453651148,0.868238039,0.620744923,0.199030343,0.519272941,0.515808059,0.156747463,0.828577321,0.833698063
P. Dorgu,Serie A,Lecce,Defender,Ball-Winning Full-Back,1562,0.902366864,0.808270677,0.519480519,0.115236876,0,0.978151261,1,22,0.921895006,0.28809219,0.633802817,2.592829706,0.115236876,0.601620146,0.388131671,0.330583684,0.28128019,0.627216083,0.367290771,0.459852595,0.113417518,0.380939878,0.614225822,0.493809251,0.562903304,0.604287788,0.449499482,0.146189654,0.511285229,0.834028339
V. Le Goff,Ligue 1,Lorient,Defender,Ball-Winning Full-Back,545,0.888157895,0.779661017,0.486486486,0.165137615,0.165137615,0.940298507,0,4,1.816513761,0.495412844,1.321100917,1.651376147,0,0.341943511,0.193742452,0.938042019,0.356109874,0,0,0.204039595,0.279712114,0.696743831,0.611688801,0.834555504,0.46481271,0.584714945,0.484840316,0.096490783,0.53852587,0.933191818
M. Zeffane,Ligue 1,Clermont Foot,Defender,Defensive Anchor / Stopper,1234,0.844522968,0.768656716,0.505376344,0,0,0.914076782,1.176470588,17,1.021069692,0.218800648,0.802269044,2.479740681,0,0.636192726,0.416416202,0.454335007,0.643236383,0.690603957,0.697037987,0.221311762,0.162922534,0.314981742,0.395541496,0.475172392,0.405877723,0.595778402,0.52553875,0.160214948,0.681701228,0.815720997
R. Pierre-Gabriel,Ligue 1,Nantes,Defender,Defensive Anchor / Stopper,594,0.866141732,0.806722689,0.444444444,0,0,0.97008547,0.75,5,1.96969697,0.606060606,1.363636364,3.787878788,0,0.52555579,0.640567351,0.860198594,0.377959945,0.644557915,0.579877885,0.250971247,0.212851929,0.77903866,0.424999087,0.543064445,0.31218213,0.638932238,0.520451687,0.109051283,0.362455075,0.855931628
I. Sylla,Ligue 1,Montpellier,Defender,Ball-Winning Full-Back,1456,0.806666667,0.804428044,0.472222222,0.061813187,0.123626374,0.992481203,0.85,16,1.298076923,0.432692308,0.865384615,3.276098901,0,0.503329803,0.40849671,0.669855628,0.782175391,0.571714646,0.590159315,0.381955571,0.312004858,0.42324749,0.208435067,0.423782272,0.265335462,0.611937001,0.75027202,0.173255888,0.709164667,0.796181662
A. Pelmard,Ligue 1,Clermont Foot,Defender,Ball-Playing Centre-Back,2988,0.920353982,0.911111111,0.420512821,0,0,0.87647424,0.926829268,32,1.114457831,0.602409639,0.512048193,2.981927711,0.060240964,0.274250693,0.474138305,0.461369073,0.34892825,0.860174858,0.581088639,0.295181814,0.215689167,1,0.695175083,0.3255833,0.359319598,0.498683501,0.794264356,0.171110902,0.640957783,0.794662015
C. Mbemba,Ligue 1,Marseille,Defender,Ball-Playing Centre-Back,2209,0.907317073,0.91038961,0.691489362,0.081484835,0.081484835,0.897869214,0.84,17,0.855590765,0.529651426,0.325939339,3.870529651,0.040742417,0.226635856,0.289441066,0.351716334,0.320506365,0.689933204,0.536337788,0.469132192,0.251438831,0.414635306,0.239905614,0.475690888,0.326021724,0.686239356,0.492353695,0.182250121,0.669087728,0.807857066
Henrique,Ligue 1,Lyon,Defender,Ball-Winning Full-Back,605,0.945701357,0.875968992,0.52,0.148760331,0,1.066869301,1,6,1.190082645,0.297520661,0.892561983,0.446280992,0,0.393593174,0.381663126,0.288818062,0.593522988,0.346607501,0.637985558,0.396518354,0.057174771,0.815276425,0.366496442,0.301533309,0.441499921,0.323275176,0.624196278,0.120615363,0.735991101,0.838204812
G. Gudmundsson,Ligue 1,Lille,Defender,Ball-Winning Full-Back,1264,0.83935743,0.802575107,0.634146341,0.071202532,0,0.962555066,2.285714286,12,0.996835443,0.213607595,0.783227848,1.780063291,0,0.507216342,0.280572547,0.355757543,0.699934557,0.566548633,0.926802688,0.449954506,0.168153095,0.299530896,0.403964859,0.516109028,0.539864748,0.491595877,0.582135873,0.237300079,0.793132495,0.737928848
L. Perrin,Ligue 1,Strasbourg,Defender,Ball-Playing Centre-Back,2723,0.923566879,0.943786982,0.614420063,0,0.033051781,0.884002199,0.909090909,28,1.487330151,1.057656996,0.429673155,3.734851267,0,0.194277197,0.48865976,0.476920874,0.284341302,0.653757727,0.650805084,0.265414234,0.246925876,0.423171893,0.454751516,0.308063362,0.383294275,0.435766016,0.640472647,0.140055929,0.697448349,0.818921381
B. Mendy,Ligue 1,Lorient,Defender,Ball-Winning Full-Back,709,0.821052632,0.717647059,0.345238095,0.253878702,0.126939351,1.022508039,0.5,1,1.01551481,0.253878702,0.761636107,2.538787024,0,0.356754505,0,0.840481846,0.959639815,0.226653766,0.279322155,0.569939392,0.158869218,0.363864218,0.301704119,0.340285762,0.399129586,0.63743269,0.61200332,0.204745214,0.58567437,0.797571868
M. Senaya,Ligue 1,Strasbourg,Defender,Defensive Anchor / Stopper,2137,0.856148492,0.803088803,0.527559055,0.042115115,0.042115115,1.01871345,1.394736842,42,1.684604586,0.54749649,1.137108095,2.863827796,0,0.737448994,0.713846361,0.441905115,0.529613359,0.602637156,0.7678013,0.457434635,0.273259591,0.510870096,0.635606516,0.45620876,0.337127789,0.49148447,0.491627309,0.131386959,0.741264745,0.846171932
T. Foket,Ligue 1,Reims,Defender,Ball-Winning Full-Back,1838,0.881209503,0.848275862,0.608695652,0,0.048966268,1.029868578,0.80952381,20,1.664853101,0.587595212,1.077257889,1.762785637,0,0.424823179,0.407837831,0.606500407,0.531077159,0.385054893,0.75162567,0.096917847,0.209959871,0.393466627,0.26113523,0.539917509,0.280258003,0.447715725,0.588266259,0.138706355,0.796320666,0.836427817
C. Operi,Ligue 1,Le Havre,Defender,Defensive Anchor / Stopper,2447,0.848024316,0.774475524,0.433962264,0.110339191,0.147118921,0.998259356,0.972972973,32,1.655087863,0.257458112,1.397629751,2.501021659,0.03677973,0.620154179,0.460473894,0.702709513,0.565136603,0.475996419,0.620672511,0.506267906,0.307407984,0.800347701,0.26106292,0.366413481,0.393698687,0.601343843,0.586524431,0.118049135,0.628408751,0.85157539
I. Jakobs,Ligue 1,Monaco,Defender,Defensive Anchor / Stopper,1465,0.834210526,0.737752161,0.35,0.061433447,0.122866894,0.927407407,1.518518519,29,1.167235495,0.122866894,1.044368601,2.457337884,0,1,0.509167928,0.429449437,0.29087486,0.773248205,0.529868826,0.532244391,0.311423828,0.453372157,0.825826653,0.411661468,0.392320069,0.673322567,0.644348643,0.146433461,0.443094428,0.79969655
M. Desler,Ligue 1,Toulouse,Defender,Ball-Playing Centre-Back,1551,0.899795501,0.842105263,0.490566038,0,0.058027079,1.030065359,1.5,9,1.856866538,0.754352031,1.102514507,2.205029014,0,0.332354619,0.364975262,0.704647328,0.462107145,0.443759073,0.895814355,0.210728155,0.270509925,0.678649455,0.749617722,0.370381382,0.330609423,0.46205812,0.595370149,0.14492617,0.418660715,0.849174841
Y. Abdelhamid,Ligue 1,Reims,Defender,Positional Defender,2782,0.888686131,0.914959016,0.55952381,0.129403307,0,0.866071429,0.972222222,26,1.649892164,1.035226456,0.614665708,3.526240115,0.064701653,0.354096016,0.589134829,0.491239934,0.400000817,0.500160361,0.49636156,0.569929304,0.198171645,0.418845563,0.70901613,0.435828446,0.436757072,0.385130831,0.711780244,0.159521533,0.713512525,0.808156328
N. Pallois,Ligue 1,Nantes,Defender,Positional Defender,1585,0.844660194,0.901041667,0.573170732,0,0.056782334,0.835579515,0.904761905,19,2.100946372,1.476340694,0.624605678,6.302839117,0,0.253461617,0.700190948,0.788435148,0.492086168,0.593230019,0.618761075,0.374915746,0.372891473,0.146304625,0.643093942,0.354676619,0.393398046,0.57705798,0.616248984,0.179034416,0.54432701,0.791835123
Sergio Akieme,Ligue 1,Reims,Defender,Ball-Winning Full-Back,818,0.90797546,0.819548872,0.378378378,0.2200489,0,1.018382353,0.833333333,8,0.990220049,0.33007335,0.660146699,2.750611247,0,0.392360999,0.23890782,0.517661059,0.694825272,0.351915118,0.361047857,0.549472547,0.030996729,0.490997847,0.666002694,0.333761078,0.239917957,0.703517313,0.556705074,0.194707881,0.690876824,0.793873658
Sergio Akieme,Ligue 1,Reims,Defender,Ball-Winning Full-Back,818,0.90797546,0.819548872,0.378378378,0.2200489,0,1.018382353,0.833333333,8,0.990220049,0.33007335,0.660146699,2.750611247,0,0.419525099,0.209621181,0.434926569,0.441214978,0.626997421,0.42562975,0.355769281,0.071568003,0.59255982,0.486946181,0.400091999,0.370272833,0.564555412,0.647552306,0.166550397,0.685478481,0.826509771
J. Laporte,Ligue 1,Lorient,Defender,Ball-Playing Centre-Back,1818,0.926199262,0.93592233,0.639269406,0,0,0.867387033,0.933333333,16,1.782178218,1.287128713,0.495049505,5.742574257,0.04950495,0.09107649,0.412589602,0.700223769,0.225196957,0.592297694,0.74661058,0.291318103,0.206840473,0.083200086,0.508274214,0.27999784,0.311615967,0.707049871,0.443884407,0.202606378,0.608808586,0.77537589
J. Okumu,Ligue 1,Reims,Defender,Positional Defender,1742,0.846473029,0.922190202,0.642857143,0.051664753,0,0.8303362,1,24,1.394948335,0.98163031,0.413318025,5.786452354,0.103329506,0.305618594,0.740130227,0.430234606,0.617062793,0.735727402,0.558025308,0.536010126,0.299035487,0.357808849,0.551166109,0.501044403,0.439900003,0.632549181,0.623751979,0.171526373,0.707255722,0.786749347
L. Mincarelli Davin,Ligue 1,Montpellier,Defender,Defensive Anchor / Stopper,984,0.833333333,0.84375,0.368421053,0.091463415,0.091463415,1.01242236,0.842105263,17,1.554878049,0.365853659,1.18902439,2.469512195,0,0.745728318,0.451636934,0.703387915,0.366946927,0.534546755,0.454127092,0.414081754,0.203128028,0.370764717,0.357552513,0.463811477,0.158532931,0.670335237,1,0.162760579,0.647920191,0.783918681
B. Omeragić,Ligue 1,Montpellier,Defender,Positional Defender,2312,0.902116402,0.930672269,0.593939394,0,0,0.860133206,0.935483871,20,1.985294118,1.128892734,0.856401384,2.530276817,0,0.333540106,0.560827098,0.615975961,0.264267095,0.510096496,0.740146614,0.228928034,0.212699969,0.416048372,0.54789134,0.458697886,0.30341978,0.284382697,0.768142287,0.144377271,0.809622264,0.814632122
K. Kouyaté,Ligue 1,Montpellier,Defender,Positional Defender,1930,0.864541833,0.887614679,0.638709677,0,0.093264249,0.832175926,0.769230769,28,1.445595855,0.932642487,0.512953368,5.735751295,0.046632124,0.334374218,0.667438605,0.550298905,0.43255327,0.769496159,0.471866729,0.360480722,0.369283563,0.378389215,0.263330016,0.465832586,0.267681184,0.687505565,0.44922981,0.158335757,0.66374263,0.803802368
M. Sagnan,Ligue 1,Montpellier,Defender,Positional Defender,1055,0.843537415,0.921875,0.741573034,0.170616114,0,0.861598441,0.956521739,15,1.109004739,0.767772512,0.341232227,5.71563981,0,0.437777667,0.697506285,0.29624665,0.409435286,0.77735955,0.390771322,0.864331298,0.22290124,0.196381362,0.251247979,0.625479372,0.372109409,0.672735287,0.531228286,0.115786917,0.724519586,0.859483193
C. Jullien,Ligue 1,Montpellier,Defender,Ball-Playing Centre-Back,1228,0.844444444,0.920863309,0.691358025,0.073289902,0,0.866404715,1.090909091,6,1.832247557,1.465798046,0.366449511,7.768729642,0.146579805,0.034426211,0.532589075,0.792451028,0.400132082,0.771411512,0.775233827,0.738916928,0.321196859,0.147306415,0.556252966,0.394158554,0.399665428,0.722503527,0.461282172,0.22919685,0.631925671,0.761759781
E. Tchato,Ligue 1,Montpellier,Defender,Defensive Anchor / Stopper,1122,0.850187266,0.786885246,0.435643564,0,0,0.983539095,0.944444444,11,1.604278075,0.561497326,1.042780749,2.005347594,0,0.593513448,0.427011475,0.743826351,0.43862298,0.650694796,0.697556477,0.218035121,0.169183842,0.48499438,0.506803106,0.536283976,0.138985791,0.4390033,0.658038411,0.205958809,0.648799377,0.74951749
J. Lotomba,Ligue 1,Nice,Defender,Ball-Winning Full-Back,1808,0.874306839,0.860869565,0.488372093,0.049778761,0,1.023312883,1.555555556,25,1.493362832,0.44800885,1.045353982,1.294247788,0.049778761,0.550651135,0.365699755,0.534652271,0.345120176,0.60757131,0.876799212,0.422884543,0.183359351,0.653985842,0.821743031,0.584076788,0.122032708,0.468479589,0.818106437,0.171352168,0.789857967,0.801762547
Clinton Mata,Ligue 1,Lyon,Defender,Positional Defender,2221,0.908440629,0.916376307,0.463414634,0,0.121566862,0.980930587,0.827586207,23,1.418280054,0.648356596,0.769923458,2.471859523,0,0.395967595,0.51005229,0.457059829,0.56078083,0.475515073,0.565979725,0.122641793,0.311310611,0.644536167,0.584839628,0.342678926,0.123158024,0.562083677,0.815569076,0.144425034,0.869820845,0.832629993
N. Tagliafico,Ligue 1,Lyon,Defender,Defensive Anchor / Stopper,2129,0.907964602,0.874725275,0.597701149,0.126820103,0.042273368,1.006042296,1.47826087,22,1.056834194,0.338186942,0.718647252,1.817754814,0,0.575524853,0.431784146,0.173278471,0.453152052,0.467941699,0.640427949,0.51474378,0.175641806,0.40531905,0.670769094,0.484599153,0.311479866,0.548888811,0.577865832,0.163720174,0.708474256,0.823977218
L. Brassier,Ligue 1,Stade Brestois 29,Defender,Ball-Playing Centre-Back,2679,0.905,0.912568306,0.622844828,0.100783875,0,0.833148559,1,12,0.940649496,0.705487122,0.235162374,3.124300112,0,0.142653358,0.38025352,0.307246514,0.637138507,0.567752643,0.562959751,0.440397128,0.191048339,0.556899204,0.592860005,0.443723173,0.454282762,0.454433352,0.604043013,0.17340461,0.703872141,0.811345747
S. Kumbedi,Ligue 1,Lyon,Defender,Defensive Anchor / Stopper,917,0.869281046,0.803571429,0.35,0,0.098146129,0.965092402,1.428571429,9,1.177753544,0.294438386,0.883315158,1.766630316,0.196292257,0.831981926,0.506249403,0.347891942,0.58152273,0.593110642,0.672638219,0.197629075,0.233312811,0.285764993,0.608314535,0.170062352,0.305660902,0.564312129,0.789142685,0.155629566,0.733877056,0.81197524
M. Udol,Ligue 1,Metz,Defender,Defensive Anchor / Stopper,2700,0.849894292,0.816151203,0.40625,0.1,0.1,0.915014164,0.973684211,38,2.066666667,0.533333333,1.533333333,3.6,0,0.550698715,0.570206411,0.831399515,0.695782115,0.379752679,0.754609769,0.48099602,0.26320592,0.682407869,0.318812186,0.286774622,0.194650377,0.685970328,0.637726596,0.175726142,0.602463509,0.806743689
C. Wooh,Ligue 1,Rennes,Defender,Ball-Playing Centre-Back,1387,0.878640777,0.917808219,0.650406504,0.064888248,0,0.860969388,1,8,1.232876712,0.583994232,0.64888248,3.309300649,0,0.216843446,0.394239729,0.455971449,0.545430273,0.597305694,0.74703512,0.430505326,0.203076461,0.557840684,0.375566436,0.518144728,0.427646021,0.573957793,0.694410846,0.166600572,0.72828255,0.805836195
W. Omari,Ligue 1,Rennes,Defender,Ball-Playing Centre-Back,2072,0.882352941,0.942938659,0.857142857,0.043436293,0,0.902874903,0.826086957,16,1.303088803,0.868725869,0.434362934,3.344594595,0.086872587,0.139016262,0.527196702,0.327796178,0.490937028,0.586149245,0.678702461,0.396549867,0.282394034,0.495170207,0.416065838,0.813296309,0.355856488,0.394912325,0.489820451,0.154485612,0.864731772,0.822539502
A. Seidu,Ligue 1,Rennes,Defender,Defensive Anchor / Stopper,593,0.914634146,0.875,0.53125,0,0,0.443965517,0.529411765,14,1.669477234,0.455311973,1.214165261,1.97301855,0,0.701933457,1,0.342546039,0.615801348,0.48453403,0.263417673,0,0.138508615,0.797674898,0.013476528,0.566590544,0.069781753,0.257622486,0.464514171,1,0.921786043,0
D. Machado,Ligue 1,Lens,Defender,Ball-Winning Full-Back,1126,0.882591093,0.811764706,0.351351351,0.319715808,0,1.032345013,1.8,15,1.039076377,0.159857904,0.879218472,0.639431616,0,0.665376066,0.203939865,0.40431429,0.452086845,0.462477452,0.592521858,1,0,0.611265173,0.687150852,0.27467056,0.307823589,0.403050609,0.827265253,0.197373964,0.752554651,0.789481647
R. Nicolaisen,Ligue 1,Toulouse,Defender,Positional Defender,2927,0.877192982,0.91638796,0.590909091,0.061496413,0,0.852870813,0.769230769,26,1.35292108,1.01469081,0.33823027,4.858216604,0.030748206,0.166744557,0.554548731,0.540024887,0.496010621,0.716471593,0.492320995,0.465552547,0.25282693,0.527241206,0.545726128,0.46100023,0.406773546,0.515326292,0.628419962,0.169893176,0.67303794,0.798260562
R. Aguilar,Ligue 1,Lens,Defender,Defensive Anchor / Stopper,1923,0.891891892,0.832957111,0.47311828,0.046801872,0.140405616,1.005780347,1.148148148,27,1.638065523,0.23400936,1.404056162,2.152886115,0,0.679017414,0.524984442,0.486824856,0.396504664,0.41188908,0.648581382,0.299212173,0.296479892,0.648717515,0.39259478,0.304071795,0.58748339,0.664020921,0.657268188,0.092621594,0.518347887,0.874446032
J. Gradit,Ligue 1,Lens,Defender,Ball-Playing Centre-Back,2119,0.901380671,0.90060241,0.598802395,0.042472865,0,0.868382353,1.333333333,19,1.274185937,0.722038697,0.552147239,2.590844738,0,0.279219647,0.443217195,0.358796274,0.653692018,0.494350406,0.764225806,0.293437041,0.193047952,0.450507682,0.621986549,0.403580874,0.364707266,0.443594332,0.636350281,0.168132141,0.778212308,0.806391284
W. Kamanzi,Ligue 1,Toulouse,Defender,Defensive Anchor / Stopper,1182,0.873015873,0.836134454,0.64516129,0,0.228426396,0.959847036,1.5,13,0.837563452,0.228426396,0.609137056,2.664974619,0,0.700895154,0.389701923,0.150632307,0.307427316,0.668255999,0.631148368,0.322935112,0.435833761,0.172393151,0.353195839,0.375101161,0.464677198,0.6901487,0.530227074,0.151938813,0.740788353,0.858091254
L. Balerdi,Ligue 1,Marseille,Defender,Positional Defender,2275,0.925266904,0.900398406,0.65,0.079120879,0,0.866501854,0.909090909,49,1.503296703,0.593406593,0.90989011,3.6,0,0.525116344,0.860197146,0.243447612,0.458858347,0.590867777,0.517268405,0.443675036,0.178159858,0.667100815,0.179474017,0.396345808,0.463458725,0.502684427,0.381135268,0.091401236,0.615728161,0.847902693
U. Garcia,Ligue 1,Marseille,Defender,Ball-Winning Full-Back,906,0.899598394,0.798283262,0.5,0,0,1.044186047,2.666666667,13,0.794701987,0.298013245,0.496688742,1.291390728,0.198675497,0.590742155,0.306593353,0.196670227,0.412889812,0.749506981,0.830847209,0.285444568,0.16865882,0.393177343,0.800282849,0.275096042,0.657256934,0.400899522,0.558951251,0.156917956,0.663538368,0.824547806
