Player Name,League,Club,Position,Tactical Role,Minutes Played,Short Pass Accuracy %,Medium Pass Accuracy %,Long Pass Accuracy %,Goals per 90,Assists per 90,Total Pass Accuracy %,Tackles Success %,Dribblers Tackled,Blocks per 90,Shots Blocked per 90,Passes Blocked per 90,Clearances per 90,Errors per 90,Aggressive High Block Engagement,Transition Ability (Interceptions-Passing),Area Clearance & Box Protection,Build-up Ability,1v1 Ability,Compactness & Shot Blocks,Overall Defensive Workload Index,Vertical Passing / Line-Breaking,Low-Tempo Defensive Coverage,Mid-Third Engagements,Long Passing Ability - Pressured Duel Success,Errors Under Pressure,Area Variety in Tackling,Structured Passing in Tactical Mid-Blocks,Defensive Stress Indicators & Rescue Actions,Passing Reliability Across Areas,Defensive Energy & Effort Radar
A. Murillo,Ligue 1,Marseille,Defender,Ball-Winning Full-Back,993,0.856031128,0.828358209,0.648148148,0.271903323,0.181268882,0.959064327,0.846153846,15,0.81570997,0.181268882,0.634441088,3.081570997,0.181268882,0.54339997,0.344014777,0.279757792,0.517440892,0.416309219,0.221586809,0.876849577,0.324877596,0.482434654,0.454156276,0.703828364,0.26436495,0.718359459,0.436052675,0.173994661,0.711310392,0.805138867
F. Medina,Ligue 1,Lens,Defender,Ball-Winning Full-Back,2714,0.907749077,0.923799582,0.58203125,0.033161385,0.099484156,0.877285852,1.52,44,1.260132646,0.43109801,0.829034635,1.956521739,0.066322771,0.52885419,0.39512968,0.273865897,0.284217793,0.471274288,0.697528542,0.286395768,0.263579463,0.342054601,0.597513341,0.399622446,0.463011979,0.614560205,0.828342164,0.147228282,0.669025985,0.826880126
T. De Smet,Ligue 1,Reims,Defender,Defensive Anchor / Stopper,1835,0.881696429,0.852459016,0.492063492,0,0,0.972125436,0.972222222,33,1.226158038,0.245231608,0.980926431,2.501362398,0.049046322,0.671592816,0.522519947,0.433883908,0.410898954,0.661354889,0.620409495,0.18523934,0.115381287,0.358169175,0.204729295,0.404537783,0.337005598,0.662965595,0.708947556,0.139285669,0.60666385,0.828935152
Q. Merlin,Ligue 1,Marseille,Defender,Ball-Winning Full-Back,703,0.838709677,0.821256039,0.611764706,0,0.12802276,0.989010989,1.714285714,8,0.512091038,0,0.512091038,1.792318634,0,0.538323755,0.199514598,0.240370622,0.593821206,0.857133647,0.949724971,0.390563385,0.3131673,0.422605729,0.116142394,0.36893818,0.31561774,0.57440889,0.686801437,0.190509991,0.806202015,0.785106965
B. Chardonnet,Ligue 1,Stade Brestois 29,Defender,Positional Defender,2970,0.909297052,0.924836601,0.565320665,0.03030303,0.03030303,0.837119114,1.03030303,32,1.757575758,1.03030303,0.727272727,4.212121212,0.090909091,0.267422299,0.611352132,0.523428441,0.512397953,0.48873352,0.688681024,0.315162637,0.252333544,0.441184905,0.583685055,0.275386156,0.418607971,0.539397397,0.619190749,0.150562711,0.474999398,0.814121519
K. Lala,Ligue 1,Stade Brestois 29,Defender,Ball-Winning Full-Back,2970,0.865800866,0.824093817,0.657786885,0.060606061,0.090909091,0.987319885,1.307692308,30,0.818181818,0.181818182,0.636363636,2.272727273,0.03030303,0.604289433,0.39401957,0.214727558,0.395916282,0.684222836,0.594327545,0.450903099,0.296729918,0.437934225,0.523796337,0.656715453,0.396616081,0.598932974,0.477458782,0.153284211,0.726226989,0.849786324
B. Locko,Ligue 1,Stade Brestois 29,Defender,Defensive Anchor / Stopper,2961,0.880648899,0.865905849,0.619512195,0,0.09118541,1.045362221,0.964912281,47,0.85106383,0.030395137,0.820668693,2.097264438,0,0.68145,0.557257371,0.150953347,0.408187714,0.667370609,0.490242513,0.206013855,0.272399019,0.509988502,0.240315553,0.569343674,0.531549189,0.656343556,0.650258807,0.104080394,0.661526915,0.868888993
G. Doué,Ligue 1,Rennes,Defender,Ball-Winning Full-Back,1225,0.841666667,0.771043771,0.55,0,0.146938776,0.96353167,1.5,22,0.881632653,0.073469388,0.808163265,4.775510204,0.073469388,0.580450136,0.384844258,0.425886468,0.639840425,0.759409948,0.755179526,0.378889227,0.36706309,0.348533766,0.290515265,0.312667504,0.479074359,1,0.345628459,0.169339582,0.536557118,0.827484556
I. Doukouré,Ligue 1,Strasbourg,Defender,Ball-Playing Centre-Back,1660,0.858695652,0.929155313,0.694444444,0,0,0.868421053,2.285714286,13,1.030120482,0.379518072,0.65060241,1.572289157,0.108433735,0.337801397,0.291959465,0.288232527,0.571327703,0.569420831,0.963744958,0.259017319,0.206949634,0.336497754,0.441626934,0.587834301,0.502893913,0.489526538,0.925596703,0.173862215,0.759157269,0.788378655
S. Sow,Ligue 1,Strasbourg,Defender,Positional Defender,718,0.907407407,0.940860215,0.46,0,0.125348189,0.855113636,0.705882353,9,0.877437326,0.501392758,0.376044568,4.512534819,0.376044568,0.393982862,0.66163251,0.315987205,0.448911289,0.846890642,0.245924907,0.242869307,0.328216382,0.762087343,0.222793198,0.253150691,0.288900916,0.741443615,0.790814048,0.127468071,0.626786638,0.828563096
A. Sylla,Ligue 1,Strasbourg,Defender,Defensive Anchor / Stopper,1792,0.921775899,0.917475728,0.582733813,0.100446429,0,0.89524577,0.766666667,29,2.008928571,0.552455357,1.456473214,3.515625,0.100446429,0.568741418,0.694532254,0.521187637,0.257164306,0.277904256,0.520381265,0.376893678,0.140091409,0.474502636,0.517611747,0.550303322,0.485032379,0.783435735,0.585643418,0.101096453,0.73108249,0.885263092
A. Hakimi,Ligue 1,Paris Saint Germain,Defender,Ball-Winning Full-Back,1931,0.92038835,0.880747126,0.616,0.186431901,0.233039876,0.985040276,1.357142857,17,1.305023304,0.186431901,1.118591403,1.305023304,0.09321595,0.489808796,0.16030493,0.386759815,0.314817028,0.249127019,0.709162462,0.612207841,0.305382126,0.540152319,0.242303813,0.368159428,0.139340421,0.673951373,0.593394291,0.166395138,0.789590398,0.82646927
L. Hernández,Ligue 1,Paris Saint Germain,Defender,Defensive Anchor / Stopper,1916,0.935483871,0.927765237,0.676300578,0.04697286,0.04697286,0.977751756,1.285714286,29,0.986430063,0.234864301,0.751565762,1.784968685,0,0.540078034,0.525443676,0.059023291,0.314341228,0.593303982,0.680013124,0.361594744,0.230223572,0.656149013,0.63674257,0.628279515,0.185367378,0.62172295,0.560909293,0.13695463,0.952549094,0.844662536
Marquinhos,Ligue 1,Paris Saint Germain,Defender,Ball-Playing Centre-Back,1539,0.970331588,0.973214286,0.742105263,0,0.058479532,0.956814358,1.1,11,1.695906433,1.111111111,0.584795322,3.391812865,0.058479532,0.091493456,0.450565219,0.401816574,0.212710174,0.428608097,0.763184637,0.203602313,0.288418586,0.457617989,0.654556055,0.430621203,0.323552441,0.491045422,0.427617334,0.149151158,0.665396289,0.84566346
N. Mukiele,Ligue 1,Paris Saint Germain,Defender,Positional Defender,792,0.883458647,0.9004329,0.622222222,0,0,0.915254237,1.333333333,8,1.931818182,0.454545455,1.477272727,3.181818182,0,0.351302752,0.532211322,0.62385762,0.555515593,0.400495675,1,0.255609403,0.235808192,0.728252966,0.513503809,0.573634306,0.460010254,0.750528852,0.643296313,0.119899258,0.549305461,0.874376761
Beraldo,Ligue 1,Paris Saint Germain,Defender,Positional Defender,1011,0.872881356,0.93957115,0.777777778,0.089020772,0,0.92926045,1,10,1.335311573,0.534124629,0.801186944,2.225519288,0,0.35253397,0.587144461,0.251877604,0.622350193,0.476239214,0.751591903,0.457256844,0.197858414,0.510183272,0.123395008,0.624546115,0.48482268,0.380661818,0.70150335,0.131452121,0.81564612,0.823742238
Dante,Ligue 1,Nice,Defender,Positional Defender,2844,0.953833471,0.949251248,0.603960396,0.03164557,0.03164557,0.913340525,0.681818182,38,1.360759494,0.696202532,0.664556962,2.436708861,0.063291139,0.317373163,0.536476475,0.334124974,0.288853399,0.491177722,0.455405958,0.165592385,0.180189213,0.59277689,0.40145455,0.428231676,0.378981972,0.478530943,0.636494628,0.116590924,0.701590272,0.844769578
J. Clauss,Ligue 1,Marseille,Defender,Ball-Winning Full-Back,2072,0.848909657,0.802675585,0.481308411,0.13030888,0.173745174,0.996542783,0.909090909,26,0.738416988,0.13030888,0.608108108,1.998069498,0,0.591436768,0.38261437,0.268839865,0.780037414,0.430662087,0.289478973,0.416588758,0.340601772,0.533205946,0.606877357,0.498677814,0.454339884,0.600408686,0.66962122,0.145050484,0.645163773,0.84291256
M. Bard,Ligue 1,Nice,Defender,Defensive Anchor / Stopper,2662,0.893167702,0.864672365,0.447916667,0.033809166,0.067618332,0.989809783,1.357142857,37,1.555221638,0.405709992,1.149511645,1.555221638,0,0.650568947,0.509474917,0.41103141,0.497914483,0.37057619,0.688868826,0.217819288,0.228385763,0.490058655,0.787176512,0.397362608,0.385222612,0.573453939,0.808785315,0.130420341,0.746422447,0.844172875
J. Castelletto,Ligue 1,Nantes,Defender,Ball-Playing Centre-Back,2466,0.912765957,0.892586989,0.577639752,0.072992701,0,0.90172956,1.181818182,18,0.693430657,0.364963504,0.328467153,2.95620438,0,0.261251976,0.326640143,0.249274028,0.586586783,0.731566005,0.713737698,0.445836591,0.159664234,0.644402802,0.478225898,0.362254931,0.297128215,0.603817695,0.567834628,0.184102686,0.76700215,0.798348371
J. Duverne,Ligue 1,Nantes,Defender,Defensive Anchor / Stopper,1350,0.90397351,0.834920635,0.5,0,0,0.911450382,1.1875,18,1.133333333,0.333333333,0.8,2.266666667,0,0.624266626,0.475754164,0.305166844,0.499784066,0.516719994,0.610788693,0.113505169,0.135776521,0.250876148,0.635164284,0.382301885,0.511712149,0.634438188,0.577489848,0.140453457,0.620453486,0.8231224
N. Cozza,Ligue 1,Nantes,Defender,Defensive Anchor / Stopper,895,0.835526316,0.778571429,0.519230769,0,0,0.992647059,1,17,0.703910615,0,0.703910615,3.217877095,0,0.8056158,0.684157538,0.252097089,0.539057587,0.950999331,0.405877577,0.318641068,0.201028826,0.535447825,0.254456599,0.586285179,0.497976217,0.652207896,0.512177809,0.058842649,0.611715123,0.917940777
K. Amian,Ligue 1,Nantes,Defender,Ball-Winning Full-Back,802,0.893081761,0.787401575,0.488888889,0,0.112219451,1.030769231,0.583333333,11,0.673316708,0,0.673316708,3.142144638,0,0.488731855,0.283847668,0.454391061,0.537414114,0.634119064,0.327947264,0.044811417,0.218674215,0.44904052,0.081349367,0.387104224,0.462707234,0.852617077,0.417701018,0.13381118,0.502165075,0.853356079
T. Kehrer,Ligue 1,Monaco,Defender,Positional Defender,1324,0.898461538,0.933467742,0.745762712,0.067975831,0.067975831,0.913829787,1,22,1.223564955,0.407854985,0.81570997,3.738670695,0,0.400960001,0.637941991,0.211799519,0.663892105,0.511291261,0.732941484,0.429420313,0.266568285,0.519199539,0.161829977,0.540034403,0.143190792,0.740571526,0.463397364,0.19062909,0.774406226,0.78484733
Caio Henrique,Ligue 1,Monaco,Defender,Ball-Winning Full-Back,624,0.892857143,0.852791878,0.528301887,0,0.721153846,1.013477089,2.333333333,6,1.153846154,0.288461538,0.865384615,1.298076923,0,0.676080885,0.206651747,0.198071426,0.304787758,0.233963251,0.482129154,0.208029151,1,0.571417327,0.595990429,0.080926029,0.285625373,0.711686974,0.741687936,0.11588246,0.709883241,0.875959553
W. Singo,Ligue 1,Monaco,Defender,Positional Defender,2187,0.905511811,0.896600567,0.689956332,0.041152263,0.041152263,0.895251397,1.388888889,17,1.111111111,0.576131687,0.534979424,3.333333333,0.082304527,0.231402981,0.558750995,0.204391339,0.751501047,0.590901243,0.810891809,0.404816292,0.309338251,0.768983002,0.612611584,0.459665706,0.400750167,0.526075227,0.404332304,0.144257537,0.840543478,0.842278214
M. Salisu,Ligue 1,Monaco,Defender,Positional Defender,1034,0.890728477,0.900537634,0.493333333,0,0.087040619,0.854356307,1.090909091,17,1.827852998,1.044487427,0.783365571,3.829787234,0,0.45228862,0.717241064,0.456554774,0.561622146,0.385550322,0.543068487,0.189491252,0.355595945,0.352781948,0.973544027,0.321250806,0.528230787,0.529580458,0.71361135,0.129442151,0.707419041,0.859959382
Vanderson,Ligue 1,Monaco,Defender,Defensive Anchor / Stopper,1649,0.828442438,0.738544474,0.532786885,0.163735597,0.054578532,0.90617284,2.05,32,1.582777441,0.109157065,1.473620376,2.0194057,0.054578532,0.987789408,0.610058433,0.323117363,0.7661485,0.300998848,0.864902006,0.683596518,0.19924652,0.205437074,0.666204074,0.456957714,0.452158078,0.633363485,0.430446036,0.150427475,0.66302897,0.826616945
K. Ouattara,Ligue 1,Monaco,Defender,Defensive Anchor / Stopper,634,0.722627737,0.691729323,0.422222222,0.141955836,0,0.91416309,1.5,9,1.561514196,0,1.561514196,2.839116719,0,0.870850644,0.514861899,0.769382988,0.990888421,0.527141025,0.810382247,0.714867676,0.227482358,0.524233286,0.719533867,0.837401479,0.21844869,0.739204455,0.693074774,0.181063536,0.764841888,0.815478246
C. Mawissa Elebi,Ligue 1,Toulouse,Defender,Positional Defender,1116,0.896551724,0.867857143,0.457627119,0.161290323,0,0.898066784,1.071428571,9,1.774193548,0.887096774,0.887096774,3.306451613,0.080645161,0.411662436,0.552050169,0.595876347,0.662530036,0.401512139,0.696411361,0.608642913,0.133583514,0.514949399,0.663146437,0.29394903,0,0.483574387,0.570944488,0.191187482,0.851145365,0.779192416
I. Traoré,Ligue 1,Metz,Defender,Ball-Playing Centre-Back,2221,0.878980892,0.927631579,0.696774194,0.081044575,0,0.814993954,0.923076923,8,1.33723548,0.810445745,0.526789734,3.484916704,0,0.130561709,0.324542345,0.506402803,0.649000411,0.468307402,0.814799012,0.4110469,0.168187385,0.244701177,0.245000238,0.452867134,0.28245282,0.525747947,0.652362919,0.133284713,0.798944261,0.867129958
M. Colin,Ligue 1,Metz,Defender,Ball-Winning Full-Back,1836,0.805774278,0.766129032,0.426229508,0,0,0.916666667,0.92,16,1.078431373,0.343137255,0.735294118,3.480392157,0,0.559451118,0.398698053,0.680376515,0.623290567,0.79412157,0.527238592,0.273254881,0.229958696,0.465564342,0.696019995,0.687536524,0.248059685,0.693146322,0.657450394,0.12338082,0.648131679,0.864946369
Fali Candé,Ligue 1,Metz,Defender,Positional Defender,1846,0.829411765,0.883886256,0.588541667,0,0.048754063,0.820915033,0.612903226,20,1.998916576,1.365113759,0.633802817,5.216684724,0.048754063,0.266642805,0.648079687,0.852606861,0.333196039,0.673121327,0.423042747,0.330115223,0.357210583,0.301140137,0.453262815,0.55450011,0.495662293,0.399278357,0.700392657,0.104830649,0.543277343,0.86919604
K. Van Den Kerkhof,Ligue 1,Metz,Defender,Ball-Winning Full-Back,1919,0.726027397,0.574585635,0.447916667,0.046899427,0.093798854,0.768292683,2.181818182,13,0.703491402,0.093798854,0.609692548,1.500781657,0.046899427,0.73795949,0.048803757,0.700204085,0.859162795,0.836239754,0.800689324,0.483005939,0.308169739,0.190471564,0.518499965,0.604103604,0.362037774,0.353999837,0.420825002,0.086967842,0.826635915,0.92634713
K. Kouao,Ligue 1,Metz,Defender,Positional Defender,861,0.880681818,0.821656051,0.5,0,0.209059233,0.981424149,1.083333333,11,0.940766551,0.6271777,0.31358885,3.972125436,0.104529617,0.461994857,0.49013322,0.333543001,0.593212511,0.728894773,0.480315944,0.286074098,0.443099728,0.435736764,0.432927512,0.149987267,0.366191238,0.574108649,0.457732684,0.124375375,0.724145886,0.866923515
Sadibou Sané,Ligue 1,Metz,Defender,Positional Defender,842,0.841463415,0.869565217,0.632352941,0,0,0.721590909,0.75,6,1.496437055,0.961995249,0.534441805,6.840855107,0,0.292242561,0.631014389,0.721580688,0.36890544,0.892501229,0.49345697,0.434414015,0.289886978,0.31009751,0.345460781,0.603723573,0.263526187,0.798126632,0.405565105,0.176457354,0.63258028,0.815414576
G. Kalulu,Ligue 1,Lorient,Defender,Defensive Anchor / Stopper,969,0.859848485,0.860335196,0.659574468,0,0.092879257,0.979638009,1.307692308,12,1.671826625,0.185758514,1.486068111,2.786377709,0,0.618160336,0.375946718,0.599936086,0.22745239,0.544352045,0.968334773,0.324908692,0.259351983,0.335724707,0.039253272,0.534311584,0.391351489,0.821283149,0.642278748,0.140778157,0.621382947,0.850098621
M. Talbi,Ligue 1,Lorient,Defender,Positional Defender,2205,0.909589041,0.928917609,0.482758621,0,0,0.857142857,0.956521739,19,1.591836735,0.93877551,0.653061224,4.653061224,0,0.241719945,0.545147508,0.585867882,0.463406051,0.589381946,0.629386931,0.232830464,0.216696509,0.472387256,0.706189197,0.281407729,0.397194435,0.689048249,0.711977647,0.162080515,0.667252782,0.812393187
D. Yongwa,Ligue 1,Lorient,Defender,Defensive Anchor / Stopper,1153,0.815789474,0.704761905,0.415584416,0.078057242,0.078057242,0.967816092,1.352941176,14,1.092801388,0.156114484,0.936686904,2.810060711,0,0.716979551,0.41355633,0.559487088,0.686450676,0.74863948,0.679092302,0.531816558,0.251843421,0.536732689,0.361201863,0.325765135,0.471419925,0.564892565,0.474456248,0.156406892,0.632866784,0.81028216
F. Mendy,Ligue 1,Lorient,Defender,Positional Defender,1253,0.814685315,0.882943144,0.621848739,0,0,0.863235294,0.791666667,20,1.652035116,0.861931365,0.790103751,4.23782921,0.071827614,0.417518862,0.692400216,0.637116701,0.507524116,0.719359039,0.559733122,0.343105185,0.28755985,0.419114747,0.327481163,0.671949735,0.463026955,0.477895337,0.765756517,0.13901103,0.657807,0.822615421
S. Touré,Ligue 1,Lorient,Defender,Ball-Playing Centre-Back,2052,0.923636364,0.923636364,0.726415094,0.043859649,0.043859649,0.902208202,0.75,8,1.666666667,0.877192982,0.789473684,4.429824561,0.087719298,0.111702538,0.520748438,0.504141364,0.538770812,0.357582619,0.652252638,0.269542419,0.273525144,0.500046161,0.457488803,0.511794585,0.449257244,0.672916676,0.351208918,0.137924441,0.581820094,0.858865631
N. Adjei,Ligue 1,Lorient,Defender,Ball-Playing Centre-Back,1243,0.87804878,0.910216718,0.712328767,0,0,0.882442748,1.125,6,1.08608206,0.579243765,0.506838294,4.633950121,0.072405471,0.139229468,0.406289677,0.425452465,0.59599431,0.698006168,0.807912232,0.343524311,0.283363512,0.554666982,0.616394691,0.664529473,0.30265478,0.796369797,0.475863205,0.184049883,0.731591976,0.832185473
P. Katseris,Ligue 1,Lorient,Defender,Defensive Anchor / Stopper,1048,0.784615385,0.722627737,0.451612903,0.085877863,0.085877863,1.037735849,1.25,16,1.717557252,0.34351145,1.374045802,1.545801527,0,0.761300677,0.347531371,0.829726142,0.510177724,0.602837482,0.836744119,0.540719934,0.235174946,0.403854275,0.118128207,0.436608507,0.373999205,0.36598632,0.727482716,0.157744063,0.703967525,0.802299762
Ismaily,Ligue 1,Lille,Defender,Defensive Anchor / Stopper,2467,0.881481481,0.87037037,0.518072289,0.036481557,0.036481557,0.989028213,1.382352941,31,1.203891366,0.218889339,0.985002027,2.809079854,0,0.668713822,0.536461957,0.314659458,0.388794407,0.618783963,0.655745771,0.378195659,0.238969402,0.540390309,0.820277935,0.585107264,0.304331488,0.788768718,0.69129806,0.147520823,0.630030062,0.833576573
B. Diakité,Ligue 1,Lille,Defender,Ball-Playing Centre-Back,1697,0.92293578,0.941548183,0.836956522,0.265173836,0.106069534,0.958664547,1.666666667,24,0.848556276,0.424278138,0.424278138,2.598703595,0.053034767,0.274093305,0.358571939,0,0.419067048,0.424323514,0.612308154,0.959829266,0.264826116,0.572561479,0.404954512,0.534209099,0.48318616,0.502293829,0.424932039,0.167494035,0.731617707,0.821439489
Alexsandro Ribeiro,Ligue 1,Lille,Defender,Ball-Playing Centre-Back,2215,0.944983819,0.929336188,0.63681592,0,0,0.900725042,0.916666667,16,1.015801354,0.609480813,0.406320542,4.713318284,0.203160271,0.136634786,0.497928727,0.310455602,0.50392947,0.721369188,0.674417394,0.268812765,0.219722968,0.678278235,0.497150523,0.363397867,0.355492475,0.774923417,0.374726903,0.155886253,0.761686268,0.840959588
Tiago Santos,Ligue 1,Lille,Defender,Ball-Winning Full-Back,2364,0.874570447,0.829896907,0.528089888,0.038071066,0.076142132,1.009066183,1.35483871,30,0.913705584,0.19035533,0.723350254,1.408629442,0,0.674405298,0.352088745,0.295394895,0.27170112,0.706928525,0.589641577,0.36878844,0.264963439,0.536461651,0.787387526,0.648230634,0.240714537,0.561591424,0.676638166,0.15839024,0.844273033,0.829881948
L. Négo,Ligue 1,Le Havre,Defender,Ball-Winning Full-Back,1564,0.828478964,0.738095238,0.568181818,0,0.172634271,0.939453125,1.238095238,18,0.690537084,0.115089514,0.57544757,0.97826087,0,0.663653276,0.287690823,0.320796582,0.583490485,0.758621373,0.634512021,0.271719652,0.383956301,0.491090041,0.30786437,0.529105136,0.365296775,0.361166119,0.51631602,0.148926329,0.810729058,0.818535382
T. Delaine,Ligue 1,Strasbourg,Defender,Ball-Winning Full-Back,2052,0.845238095,0.742268041,0.481818182,0.043859649,0.043859649,1.015923567,0.655172414,20,0.789473684,0.087719298,0.701754386,2.236842105,0,0.516188354,0.249385399,0.576839679,0.616107932,0.672039622,0.409238425,0.209036652,0.164780529,0.477787693,0.167929958,0.546606705,0.437410475,0.591893292,0.490293679,0.149710843,0.589376684,0.816974006
G. Lloris,Ligue 1,Le Havre,Defender,Positional Defender,2780,0.891682785,0.921597633,0.49689441,0.064748201,0,0.862716763,0.7,28,1.618705036,0.971223022,0.647482014,4.597122302,0.032374101,0.238344151,0.529528732,0.680829388,0.38117305,0.622251635,0.480846189,0.401801238,0.194011755,0.521188897,0.505778745,0.377399444,0.344643789,0.599577582,0.736967217,0.163759005,0.507203461,0.805091135
É. Youté,Ligue 1,Le Havre,Defender,Ball-Playing Centre-Back,1943,0.927797834,0.950920245,0.537142857,0,0,0.867708333,0.692307692,7,0.972722594,0.741121976,0.231600618,4.817292846,0,0,0.497335993,0.365007441,0.815358469,0.635334948,0.602528769,0.187277753,0.246031238,0.775201513,0.743861542,0.337551619,0.280980566,0.754213253,0.591682653,0.171917801,0.757831993,0.817543993
S. Diomandé,Ligue 1,Lyon,Defender,Ball-Playing Centre-Back,890,0.951086957,0.953642384,0.71875,0,0,0.9204947,0.8,9,1.213483146,0.91011236,0.303370787,2.629213483,0.101123596,0.106566386,0.411317264,0.274338637,0.565733906,0.347717447,0.593802207,0.014989108,0.189307981,0.291888108,0.695679581,0.577970907,0.225126877,0.479883466,0.485420693,0.167891926,1,0.821401533
A. Sangante,Ligue 1,Le Havre,Defender,Positional Defender,2690,0.862857143,0.87856072,0.614814815,0,0,0.903958944,1.222222222,24,1.171003717,0.602230483,0.568773234,3.111524164,0.066914498,0.357021171,0.591098116,0.299565621,0.888052483,0.558716066,0.76428114,0.223572164,0.244247926,0.443957879,0.529885065,0.457065304,0.44402748,0.493093241,0.629130909,0.15363333,0.824774017,0.81626296
S. Gigot,Ligue 1,Marseille,Defender,Positional Defender,1729,0.911227154,0.908333333,0.5625,0.15615963,0,0.888655462,1.375,13,1.457489879,0.936957779,0.520532099,4.840948525,0.05205321,0.263295406,0.559725121,0.425453753,0.419289602,0.58907304,0.573177823,0.74526909,0.229847338,0.602289087,0.956231854,0.390541773,0.407353951,0.617390759,0.482252923,0.176613436,0.682510048,0.826174582
G. Maripán,Ligue 1,Monaco,Defender,Ball-Playing Centre-Back,1767,0.885496183,0.935691318,0.734265734,0.050933786,0,0.891221374,0.533333333,10,1.324278438,0.662139219,0.662139219,5.398981324,0.203735144,0.124652227,0.47573048,0.508158762,0.673530591,0.385432592,0.514204505,0.243349481,0.20935739,0.242595584,0.358289092,0.680665401,0.406881636,0.939173538,0.476128464,0.169746193,0.662382755,0.838785464
F. Guilbert,Ligue 1,Strasbourg,Defender,Defensive Anchor / Stopper,2493,0.865384615,0.803076923,0.459016393,0.072202166,0,0.907452907,1.020408163,47,1.407942238,0.36101083,1.046931408,3.57400722,0.036101083,0.727354617,0.813331639,0.347175833,0.891286737,0.489395516,0.557527144,0.360590858,0.170907892,0.475219958,0.5182009,0.360582224,0.365852802,0.664915459,0.457937863,0.126502242,0.619215113,0.858101903
L. Assignon,Ligue 1,Rennes,Defender,Ball-Winning Full-Back,1013,0.93220339,0.86971831,0.723404255,0.088845015,0.088845015,1.068322981,1,9,0.799605133,0.355380059,0.444225074,2.3988154,0.088845015,0.487816724,0.33635958,0.120676,0.348846331,0.466001203,0.486903141,0.335405261,0.205522378,0.150141847,0.424935801,0.561705051,0.235738239,0.651118501,0.300911623,0.171843815,0.851584196,0.853204603
F. Ogier,Ligue 1,Clermont Foot,Defender,Positional Defender,939,0.930232558,0.891774892,0.488888889,0.095846645,0.095846645,0.830078125,0.692307692,11,2.396166134,1.821086262,0.575079872,3.354632588,0.287539936,0.234410901,0.580452133,0.804642866,0.148526994,0.382616517,0.421546088,0.412305245,0.282970077,0.308747962,0.625995026,0.090205544,0.40979112,0,0.583533427,0.145228923,0.98266471,0.796883174
S. Hefti,Ligue 1,Montpellier,Defender,Defensive Anchor / Stopper,713,0.835443038,0.704347826,0.37037037,0,0.126227209,0.948207171,1.5,15,0.883590463,0.252454418,0.631136045,1.388499299,0,0.830909681,0.37244739,0.400124785,0.572420374,0.773837359,0.607051488,0.279856889,0.323727077,0.414570487,0.804182044,0.391063068,0.21950802,0.423437676,0.541397005,0.16993044,0.781110648,0.81341544
C. Matsima,Ligue 1,Clermont Foot,Defender,Ball-Playing Centre-Back,1179,0.908396947,0.919871795,0.482142857,0.076335878,0,0.874039939,1,10,1.06870229,0.763358779,0.305343511,5.648854962,0.076335878,0.184562357,0.432409227,0.484586001,0.480901623,0.713162319,0.49684467,0.473172336,0.186780477,0.438813921,0.651381444,0.220321743,0.475035754,0.841948692,0.633958192,0.191482555,0.622932363,0.785175376
A. Theate,Ligue 1,Rennes,Defender,Ball-Playing Centre-Back,2300,0.929018789,0.932954545,0.64556962,0.07826087,0,0.900249377,0.894736842,24,1.565217391,0.9,0.665217391,3.52173913,0.07826087,0.165544607,0.461244723,0.489030793,0.397840319,0.459133965,0.641326093,0.395304151,0.209295253,0.596498106,0.739266744,0.562112694,0.241099266,0.554362842,0.504548134,0.163113858,0.77168985,0.823528129
J. Belocian,Ligue 1,Rennes,Defender,Positional Defender,1448,0.875457875,0.918141593,0.787234043,0,0.062154696,0.942857143,0.956521739,22,1.11878453,0.621546961,0.497237569,3.04558011,0,0.323423428,0.493631062,0.312943719,0.246475717,0.795599041,0.641255988,0.373431321,0.335404783,0.546455698,0.251907459,0.709769304,0.440276864,0.443166796,0.583568546,0.137007475,0.688377651,0.81336389
